PUESTO;SALARIO;JORNADA;AÑOS DE SERVICIO;MES COMPLETO;CARGO ADMINISTRATIVO
TECNICO ASISTENCIAL A;543569.00;1.000;5; ;OPERARIO EN MANTENIMIENTO GENERAL DE INSTALACIONES                                                                                                                                                                                                              
PROFESOR INTERINO LICENCIADO           ;118016.55;0.125;4; ;PUESTO NO ADMINISTRATIVO
TECNICO ESPECIALIZADO C;640218.00;1.000;5; ;TÉCNICO EN REVISIÓN DE EQUIPO                                                                                                                                                                                                                                   
TECNICO ASISTENCIAL B;579259.00;1.000;5; ;ASISTENTE DE ALMACÉN DE MATERIALES Y HERRAMIENTAS                                                                                                                                                                                                               
PROFESOR INTERINO BACHILLER            ;730152.95;1.000;1; ;PUESTO NO ADMINISTRATIVO
TECNICO ASISTENCIAL B;477723.00;1.000;2; ;ASISTENTE DE ADMINISTRACIÓN                                                                                                                                                                                                                                     
TECNICO ASISTENCIAL B;694800.50;1.000;1; ;ASISTENTE DE INVESTIGACIÓN ESTADÍSTICA                                                                                                                                                                                                                          
PROFESIONAL B;827260.00;1.000;1; ;PROFESIONAL EN ASESORÍA Y EVALUACIÓN CURRICULAR                                                                                                                                                                                                                 
PROFESOR INSTRUCTOR                    ;1876136.00;1.000;5; ;PUESTO NO ADMINISTRATIVO
TECNICO ASISTENCIAL A;543569.00;1.000;5; ;OPERARIO EN MANTENIMIENTO GENERAL DE INSTALACIONES                                                                                                                                                                                                              
TECNICO ASISTENCIAL A;543569.00;1.000;5; ;ASISTENTE DE OFICINA                                                                                                                                                                                                                                            
PROFESOR INTERINO LICENCIADO           ;855434.00;1.000;1; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;1009251.00;1.000;5; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;993493.00;1.000;5; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;1195726.00;1.000;5; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;108899.05;0.125;4; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;232016.25;0.250;3; ;PUESTO NO ADMINISTRATIVO
TRABAJADOR OPERATIVO A;502702.00;1.000;5; ;TRABAJADOR AGROPECUARIO                                                                                                                                                                                                                                         
PROFESOR INTERINO LICENCIADO           ;116008.05;0.125;4; ;PUESTO NO ADMINISTRATIVO
TECNICO ASISTENCIAL A;443302.00;1.000;2; ;ASISTENTE DE OFICINA                                                                                                                                                                                                                                            
PROFESOR INTERINO LICENCIADO           ;232016.25;0.250;4; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;326697.30;0.375;4; ;PUESTO NO ADMINISTRATIVO
TRABAJADOR OPERATIVO B;516904.00;1.000;5; ;CONSERJE                                                                                                                                                                                                                                                        
PROFESOR INTERINO LICENCIADO           ;427717.00;0.500;3; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;1041068.75;1.000;5; ;PUESTO NO ADMINISTRATIVO
TECNICO ASISTENCIAL A;543569.00;1.000;5; ;OPERARIO EN MANTENIMIENTO GENERAL DE INSTALACIONES                                                                                                                                                                                                              
PROFESOR INTERINO LICENCIADO           ;114037.20;0.125;4; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;1139605.50;1.000;5; ;PUESTO NO ADMINISTRATIVO
TECNICO ESPECIALIZADO B;641786.00;1.000;5; ;TÉCNICO EN DISEÑO GRÁFICO                                                                                                                                                                                                                                       
PROFESOR INTERINO BACHILLER            ;771262.00;1.000;3; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;503097.50;0.500;0; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;928065.00;1.000;4; ;PUESTO NO ADMINISTRATIVO
TECNICO ASISTENCIAL A;490133.00;1.000;5; ;RESTAURADOR DE DOCUMENTOS DIGITALES                                                                                                                                                                                                                             
PROFESOR INTERINO LICENCIADO           ;235955.75;0.250;4; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;884104.30;0.875;4; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;629757.00;0.750;1; ;PUESTO NO ADMINISTRATIVO
PROFESIONAL B;486432.60;0.500;3; ;PROFESIONAL EN ENFERMERÍA                                                                                                                                                                                                                                       
PROFESOR INTERINO LICENCIADO           ;419838.00;0.500;2; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;471911.50;0.500;4; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;209919.00;0.250;0; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;104959.45;0.125;0; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;209919.00;0.250;2; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;435596.50;0.500;2; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;213858.40;0.250;3; ;PUESTO NO ADMINISTRATIVO
TECNICO ESPECIALIZADO D;756646.00;1.000;5; ;TÉCNICO EN MANTENIMIENTO DE REDES DE TELECOMUNICACIONES                                                                                                                                                                                                         
PROFESOR INTERINO LICENCIADO           ;232016.25;0.250;4; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;217798.25;0.250;4; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;235955.75;0.250;4; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;419838.00;0.500;0; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;427717.00;0.500;1; ;PUESTO NO ADMINISTRATIVO
PROFESIONAL C;936206.00;1.000;1; ;PROFESIONAL COORDINADOR EN APOYO A LA INVESTIGACIÓN GEOFÍSICA                                                                                                                                                                                                   
PROFESOR INTERINO LICENCIADO           ;52479.70;0.063;3; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO BACHILLER            ;91269.10;0.125;0; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;235955.75;0.250;4; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;221737.75;0.250;4; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;104959.45;0.125;0; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;554344.30;0.625;3; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;344425.40;0.375;3; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;114880.90;0.125;4; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;104959.45;0.125;2; ;PUESTO NO ADMINISTRATIVO
PROFESIONAL C;1412426.00;1.000;5; ;PROFESIONAL COORDINADOR DE PRODUCCIÓN TELEVISIVA                                                                                                                                                                                                                
PROFESOR INTERINO LICENCIADO           ;83967.60;0.100;0; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;110378.60;1.000;2;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO BACHILLER            ;743856.00;1.000;1; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;507243.25;0.375;5; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;871193.00;1.000;2; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;839675.90;1.000;0; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO BACHILLER            ;568169.25;0.750;2; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;855434.00;1.000;2; ;PUESTO NO ADMINISTRATIVO
TRABAJADOR OPERATIVO C;524063.00;1.000;5; ;CHOFER                                                                                                                                                                                                                                                          
PROFESOR INTERINO LICENCIADO           ;855434.00;1.000;1; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO BACHILLER            ;182538.25;0.250;0; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO BACHILLER            ;185964.00;0.250;4; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;106929.20;0.125;4; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO BACHILLER            ;743856.00;1.000;1; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;221737.75;0.250;3; ;PUESTO NO ADMINISTRATIVO
PROFESOR INSTRUCTOR                    ;136456.05;0.125;5; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;121994.90;0.125;6; ;PUESTO NO ADMINISTRATIVO
TECNICO ESPECIALIZADO D;761257.00;1.000;5; ;TÉCNICO EN COMPUTACIÓN E INFORMÁTICA                                                                                                                                                                                                                            
PROFESOR INTERINO BACHILLER            ;365076.50;0.500;2; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;487980.00;0.500;5; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;116008.05;0.125;4; ;PUESTO NO ADMINISTRATIVO
TECNICO ASISTENCIAL A;541838.00;1.000;5; ;ENCARGADO DE EQUIPO AUDIOVISUAL E INSTALACIONES                                                                                                                                                                                                                 
PROFESOR INTERINO LICENCIADO           ;209919.00;0.250;3; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;209919.00;0.250;2; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;524797.45;0.625;3; ;PUESTO NO ADMINISTRATIVO
TECNICO ASISTENCIAL B;489180.00;1.000;4; ;ASISTENTE EN APOYO AL PROGRAMA DE PRUEBAS ESPECÍFICAS                                                                                                                                                                                                           
PROFESOR INTERINO LICENCIADO           ;209919.00;0.250;2; ;PUESTO NO ADMINISTRATIVO
PROFESOR ASOCIADO EDUCACION SUPERIOR   ;282934.25;0.250;2; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;174012.10;0.188;4; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;284533.50;0.250;2; ;PUESTO NO ADMINISTRATIVO
TRABAJADOR OPERATIVO B;516904.10;1.000;5; ;CONSERJE                                                                                                                                                                                                                                                        
TECNICO ASISTENCIAL A;271784.50;0.500;5; ;ASISTENTE DE OFICINA                                                                                                                                                                                                                                            
TRABAJADOR OPERATIVO C;524063.00;1.000;5; ;AUXILIAR DE INSTALACIONES DEPORTIVAS                                                                                                                                                                                                                            
TRABAJADOR OPERATIVO C;864146.00;1.000;5; ;OFICIAL DE SEGURIDAD UNIVERSITARIA                                                                                                                                                                                                                              
TECNICO ESPECIALIZADO C;138536.50;0.250;0; ;INTÉRPRETE DE LENGUA DE SEÑAS COSTARRICENSE                                                                                                                                                                                                                     
PROFESOR ADJUNTO EDUCACION SUPERIOR    ;255553.50;0.250;1; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;251548.75;0.250;0; ;PUESTO NO ADMINISTRATIVO
TECNICO ASISTENCIAL A;503250.00;1.000;5; ;ASISTENTE DE OFICINA                                                                                                                                                                                                                                            
TRABAJADOR OPERATIVO B;440431.00;1.000;4; ;PENDIENTE                                                                                                                                                                                                                                                       
TECNICO ESPECIALIZADO D;380628.50;0.500;5; ;TÉCNICO DE LABORATORIO DE TÉCNICAS MOLECULARES                                                                                                                                                                                                                  
PROFESOR INTERINO BACHILLER            ;365076.50;0.500;0; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;467113.00;0.500;3; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;117977.80;0.125;5; ;PUESTO NO ADMINISTRATIVO
TECNICO ASISTENCIAL A;541838.00;1.000;5; ;ASISTENTE DE TALLER ARTÍSTICO                                                                                                                                                                                                                                   
TRABAJADOR OPERATIVO A;464436.00;1.000;5; ;TRABAJADOR AGROPECUARIO                                                                                                                                                                                                                                         
TRABAJADOR OPERATIVO C;844964.00;1.000;5; ;OFICIAL DE SEGURIDAD UNIVERSITARIA                                                                                                                                                                                                                              
TECNICO ASISTENCIAL A;543569.00;1.000;5; ;ASISTENTE DE OFICINA                                                                                                                                                                                                                                            
TECNICO ASISTENCIAL A;541838.00;1.000;5; ;ASISTENTE DE OFICINA                                                                                                                                                                                                                                            
PROFESOR INTERINO BACHILLER            ;473474.35;0.625;2; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;104959.45;0.125;2; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;242246.25;0.250;3; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;209919.00;0.250;0; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;427717.00;0.500;1; ;PUESTO NO ADMINISTRATIVO
TRABAJADOR OPERATIVO C;498046.00;1.000;4; ;MENSAJERO-CHOFER                                                                                                                                                                                                                                                
TRABAJADOR OPERATIVO B;581956.00;1.000;5; ;MENSAJERO                                                                                                                                                                                                                                                       
TECNICO ASISTENCIAL A;541838.00;1.000;5; ;ENCARGADO DE EQUIPO AUDIOVISUAL E INSTALACIONES                                                                                                                                                                                                                 
TECNICO ASISTENCIAL A;503250.00;1.000;5; ;PENDIENTE                                                                                                                                                                                                                                                       
TRABAJADOR OPERATIVO C;524063.00;1.000;5; ;AUXILIAR DE MANTENIMIENTO EN ESTACIÓN BIOLÓGICA                                                                                                                                                                                                                 
TRABAJADOR OPERATIVO B;477866.00;1.000;4; ;CONSERJE                                                                                                                                                                                                                                                        
PROFESOR INTERINO LICENCIADO           ;1026203.00;1.000;4; ;PUESTO NO ADMINISTRATIVO
TRABAJADOR OPERATIVO B;477866.00;1.000;5; ;CONSERJE                                                                                                                                                                                                                                                        
TECNICO ASISTENCIAL A;543569.00;1.000;5; ;ASISTENTE DE OFICINA                                                                                                                                                                                                                                            
TRABAJADOR OPERATIVO C;523598.00;1.000;5; ;MENSAJERO-CHOFER                                                                                                                                                                                                                                                
PROFESIONAL C;1144109.00;1.000;5; ;NULL
TECNICO ESPECIALIZADO D;703189.00;1.000;5; ;TÉCNICO COORDINADOR DE MANTENIMIENTO                                                                                                                                                                                                                            
PROFESOR INTERINO LICENCIADO           ;213858.50;0.250;3; ;PUESTO NO ADMINISTRATIVO
TRABAJADOR OPERATIVO C;484680.00;1.000;5; ;MENSAJERO-CHOFER                                                                                                                                                                                                                                                
TECNICO ESPECIALIZADO A;559763.00;1.000;5; ;TÉCNICO EN DISECCIÓN                                                                                                                                                                                                                                            
PROFESOR INTERINO LICENCIADO           ;225600.75;0.250;3; ;PUESTO NO ADMINISTRATIVO
TRABAJADOR OPERATIVO A;464436.00;1.000;5; ;TRABAJADOR AGROPECUARIO                                                                                                                                                                                                                                         
TRABAJADOR OPERATIVO C;761007.00;1.000;5; ;OFICIAL DE SEGURIDAD UNIVERSITARIA                                                                                                                                                                                                                              
PROFESOR INTERINO LICENCIADO           ;855434.00;1.000;1; ;PUESTO NO ADMINISTRATIVO
TECNICO ASISTENCIAL A;520404.00;1.000;5; ;OPERARIO EN MANTENIMIENTO GENERAL DE INSTALACIONES                                                                                                                                                                                                              
PROFESOR INTERINO LICENCIADO           ;165678.15;0.156;4; ;PUESTO NO ADMINISTRATIVO
TECNICO ASISTENCIAL B;466266.00;1.000;0; ;PENDIENTE                                                                                                                                                                                                                                                       
TRABAJADOR OPERATIVO C;213227.00;0.500;5; ;AUXILIAR DE INSTALACIONES DEPORTIVAS                                                                                                                                                                                                                            
PROFESOR INTERINO LICENCIADO           ;1139823.00;1.000;5; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;552821.50;0.500;3; ;PUESTO NO ADMINISTRATIVO
TRABAJADOR OPERATIVO C;484680.00;1.000;4; ;AUXILIAR DE LABORATORIO                                                                                                                                                                                                                                         
PROFESOR INTERINO LICENCIADO           ;117977.80;0.125;5; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;209919.00;0.250;0; ;PUESTO NO ADMINISTRATIVO
TRABAJADOR OPERATIVO B;477866.00;1.000;5; ;AUXILIAR DE MANTENIMIENTO GENERAL DE INSTALACIONES                                                                                                                                                                                                              
PROFESOR INTERINO LICENCIADO           ;715149.75;0.750;4; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;225600.75;0.250;3; ;PUESTO NO ADMINISTRATIVO
TECNICO ASISTENCIAL A;251625.00;0.500;5; ;ASISTENTE DE OFICINA                                                                                                                                                                                                                                            
PROFESOR INTERINO LICENCIADO           ;839676.00;1.000;1; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;116008.05;0.125;4; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;442882.40;0.375;4; ;PUESTO NO ADMINISTRATIVO
PROFESIONAL A;826296.00;1.000;5; ;PROFESIONAL EN ADQUISICIÓN DE BIENES Y SERVICIOS                                                                                                                                                                                                                
PROFESOR INTERINO LICENCIADO           ;314878.45;0.375;2; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;116008.05;0.125;4; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;968985.00;1.000;4; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;213858.50;0.250;2; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;232016.10;0.250;3; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;419838.00;0.500;2; ;PUESTO NO ADMINISTRATIVO
TRABAJADOR OPERATIVO B;494129.00;1.000;5; ;CONSERJE-MENSAJERO DEL RECINTO DE GOLFITO                                                                                                                                                                                                                       
TECNICO ASISTENCIAL B;541271.00;1.000;5; ;SECRETARIA DE DIRECCIÓN                                                                                                                                                                                                                                         
PROFESOR INTERINO LICENCIADO           ;427717.00;0.500;2; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;1326546.50;1.000;4; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;235955.60;0.250;4; ;PUESTO NO ADMINISTRATIVO
TRABAJADOR OPERATIVO A;464436.00;1.000;5; ;TRABAJADOR AGROPECUARIO                                                                                                                                                                                                                                         
PROFESOR INTERINO LICENCIADO           ;117977.80;0.125;5; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;1229017.00;1.000;5; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;209919.00;0.250;3; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;209919.00;0.250;2; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;251548.75;0.250;0; ;PUESTO NO ADMINISTRATIVO
TECNICO ESPECIALIZADO A;507011.00;1.000;2; ;EBANISTA                                                                                                                                                                                                                                                        
PROFESOR INTERINO LICENCIADO           ;104959.45;0.125;2; ;PUESTO NO ADMINISTRATIVO
TECNICO ASISTENCIAL A;529419.75;1.000;5; ;ASISTENTE DE OFICINA                                                                                                                                                                                                                                            
PROFESOR INTERINO LICENCIADO           ;1154077.55;1.000;4; ;PUESTO NO ADMINISTRATIVO
TECNICO ESPECIALIZADO B;596125.00;1.000;5; ;TÉCNICO EN SISTEMAS DE SEGURIDAD ELECTRÓNICA                                                                                                                                                                                                                    
PROFESOR INTERINO LICENCIADO           ;726820.50;0.750;1; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;968985.00;1.000;4; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;1049726.00;1.000;4; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;217798.25;0.250;3; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;273839.50;0.250;3; ;PUESTO NO ADMINISTRATIVO
TRABAJADOR OPERATIVO C;710916.00;1.000;5; ;OFICIAL DE SEGURIDAD UNIVERSITARIA                                                                                                                                                                                                                              
PROFESOR INTERINO LICENCIADO           ;209919.00;0.250;2; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;209919.00;0.250;0; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;943823.00;1.000;5; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;209919.00;0.250;0; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;52479.70;0.063;4; ;PUESTO NO ADMINISTRATIVO
TECNICO ESPECIALIZADO D;730277.00;1.000;5; ;TÉCNICO COORDINADOR DE MANTENIMIENTO                                                                                                                                                                                                                            
PROFESOR INTERINO LICENCIADO           ;451201.50;0.500;4; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;1010405.00;1.000;4; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;225600.75;0.250;3; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;886951.00;1.000;4; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;209919.00;0.250;1; ;PUESTO NO ADMINISTRATIVO
PROFESOR INSTRUCTOR                    ;556593.50;0.500;4; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO BACHILLER            ;477307.55;0.875;1; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;55434.35;0.063;3; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;106929.20;0.125;4; ;PUESTO NO ADMINISTRATIVO
TRABAJADOR OPERATIVO B;410194.00;1.000;1; ;PENDIENTE                                                                                                                                                                                                                                                       
PROFESOR INTERINO LICENCIADO           ;225600.75;0.250;4; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;226564.50;0.250;1; ;PUESTO NO ADMINISTRATIVO
PROFESIONAL A;392482.50;0.500;3; ;PROFESIONAL EN BIBLIOTECOLOGÍA                                                                                                                                                                                                                                  
PROFESOR INTERINO LICENCIADO           ;209919.00;0.250;0; ;PUESTO NO ADMINISTRATIVO
PERSONAL VINCULO REMUNERADO;632900.00;1.000;0; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;459080.50;0.500;5; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;629757.00;0.750;1; ;PUESTO NO ADMINISTRATIVO
TECNICO ESPECIALIZADO D;305984.00;0.500;0; ;TÉCNICO EN COMPUTACIÓN E INFORMÁTICA                                                                                                                                                                                                                            
PROFESOR INTERINO LICENCIADO           ;209919.00;0.250;0; ;PUESTO NO ADMINISTRATIVO
PROFESIONAL A;743856.00;1.000;2; ;PROFESIONAL EN DISEÑO GRÁFICO                                                                                                                                                                                                                                   
PROFESIONAL A;757559.00;1.000;2; ;PROFESIONAL EN INFORMÁTICA                                                                                                                                                                                                                                      
PROFESOR INTERINO LICENCIADO           ;980672.00;1.000;4; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;104959.45;0.125;4; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO BACHILLER            ;511107.10;0.875;0; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;653394.75;0.750;2; ;PUESTO NO ADMINISTRATIVO
TECNICO ASISTENCIAL A;503250.00;1.000;5; ;ASISTENTE DE OFICINA                                                                                                                                                                                                                                            
TECNICO ESPECIALIZADO B;257170.00;0.500;0; ;TÉCNICO EN DISEÑO GRÁFICO                                                                                                                                                                                                                                       
PROFESOR INTERINO BACHILLER            ;650873.95;0.875;1; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;1091579.00;1.000;1; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;839676.00;1.000;2; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;629757.00;0.750;0; ;PUESTO NO ADMINISTRATIVO
PROFESIONAL B;940229.00;1.000;5; ;PROFESIONAL EN ORIENTACIÓN ESTUDIANTIL DE SEDE                                                                                                                                                                                                                  
PROFESOR INTERINO BACHILLER            ;743856.00;1.000;1; ;PUESTO NO ADMINISTRATIVO
TECNICO ESPECIALIZADO B;473505.50;1.000;1; ;TÉCNICO EN APOYO A SERVICIOS ADMINISTRATIVOS Y ESTUDIANTILES                                                                                                                                                                                                    
PROFESOR INTERINO LICENCIADO           ;209919.00;0.250;0; ;PUESTO NO ADMINISTRATIVO
TRABAJADOR OPERATIVO A;464436.00;1.000;5; ;PENDIENTE                                                                                                                                                                                                                                                       
TRABAJADOR OPERATIVO B;477866.00;1.000;5; ;CONSERJE                                                                                                                                                                                                                                                        
PROFESOR INTERINO LICENCIADO           ;162517.95;0.250;3;MES INCOMPLETO;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO BACHILLER            ;182538.25;0.250;0; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO BACHILLER            ;456345.60;0.625;0; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO BACHILLER            ;730153.00;1.000;1; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO BACHILLER            ;91269.10;0.125;0; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;209919.00;0.250;0; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;663614.90;0.790;0; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;265085.25;0.250;5; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;419838.00;0.500;0; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;839676.00;1.000;1; ;PUESTO NO ADMINISTRATIVO
PROFESIONAL B;940229.00;1.000;5; ;PROFESIONAL EN PRODUCCIÓN AUDIOVISUAL                                                                                                                                                                                                                           
PROFESOR INTERINO LICENCIADO           ;825845.05;0.875;4; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;855434.00;1.000;2; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;839676.00;1.000;1; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;505202.50;0.500;4; ;PUESTO NO ADMINISTRATIVO
TECNICO ASISTENCIAL B;599180.00;1.000;2; ;ASISTENTE DE ADMINISTRACIÓN                                                                                                                                                                                                                                     
PROFESOR INTERINO LICENCIADO           ;871193.00;1.000;2; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;427717.00;0.500;3; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;1035334.05;0.875;4; ;PUESTO NO ADMINISTRATIVO
PROFESOR INTERINO LICENCIADO           ;104959.45;0.125;1; ;PUESTO NO ADMINISTRATIVO
TRABAJADOR OPERATIVO B;477866.00;1.000;5; ;CONSERJE                                                                                                                                                                                                                                                        
TRABAJADOR OPERATIVO B;477866.00;1.000;5; ;REVISOR DE SALIDA DE RECURSOS BIBLIOGRÁFICOS Y EQUIPO                                                                                                                                                                                                           
